;case:concept:name;concept:tool;concept:operation;time:timestamp;concept:resource
138;6;Codigo;r;2025-10-08 03:37:06.118572086;re7
139;6;Requisito;r;2025-10-08 03:37:06.118572086;re7
140;6;Teste;C;2025-10-08 03:37:06.118572086;re7
141;6;Teste;r;2025-10-08 03:37:06.118572086;re7
142;6;Teste;u;2025-10-08 03:37:06.118572086;re7
143;6;Teste;d;2025-10-08 03:37:06.118572086;re7
144;6;Codigo;r;2025-10-08 02:18:14.855446298;re10
145;6;Requisito;r;2025-10-08 02:18:14.855446298;re10
146;6;Teste;r;2025-10-08 02:18:14.855446298;re10
147;6;Teste;u;2025-10-08 02:18:14.855446298;re10
148;6;Codigo;U;2025-10-08 03:51:13.404662928;re10
149;6;Requisito;r;2025-10-08 03:26:54.789402286;re7
150;6;PF;r;2025-10-08 03:26:54.789402286;re7
151;6;Teste;r;2025-10-08 03:26:54.789402286;re7
152;6;Codigo;C;2025-10-09 07:22:01.809860295;re7
153;6;Codigo;r;2025-10-09 07:22:01.809860295;re7
154;6;Codigo;u;2025-10-09 07:22:01.809860295;re7
155;6;Codigo;d;2025-10-09 07:22:01.809860295;re7
156;6;Requisito;r;2025-10-09 07:22:01.809860295;re7
157;6;Teste;r;2025-10-09 07:22:01.809860295;re7
158;6;Codigo;U;2025-10-08 05:51:19.474539808;re7
159;6;Codigo;r;2025-10-08 04:53:11.676666874;re10
160;6;Requisito;r;2025-10-08 04:53:11.676666874;re10
161;6;PF;C;2025-10-08 04:53:11.676666874;re10
162;6;PF;r;2025-10-08 04:53:11.676666874;re10
163;6;PF;u;2025-10-08 04:53:11.676666874;re10
164;6;PF;d;2025-10-08 04:53:11.676666874;re10
165;6;Codigo;r;2025-10-08 10:08:17.613146456;re10
166;6;Requisito;r;2025-10-08 10:08:17.613146456;re10
167;6;Requisito;U;2025-10-08 10:08:17.613146456;re10
168;6;Requisito;d;2025-10-08 10:08:17.613146456;re10
169;6;Teste;r;2025-10-08 10:08:17.613146456;re10
170;7;Requisito;C;2025-10-08 00:36:10.656743942;re6
171;7;Codigo;r;2025-10-07 22:28:29.674091137;re9
172;7;Requisito;r;2025-10-07 22:28:29.674091137;re9
173;7;Teste;C;2025-10-07 22:28:29.674091137;re9
174;7;Teste;r;2025-10-07 22:28:29.674091137;re9
175;7;Teste;u;2025-10-07 22:28:29.674091137;re9
176;7;Teste;d;2025-10-07 22:28:29.674091137;re9
177;7;Codigo;r;2025-10-08 00:30:45.193936664;re7
178;7;Requisito;r;2025-10-08 00:30:45.193936664;re7
179;7;Teste;r;2025-10-08 00:30:45.193936664;re7
180;7;Teste;u;2025-10-08 00:30:45.193936664;re7
181;7;Codigo;U;2025-10-08 03:56:31.129506876;re7
182;7;Requisito;r;2025-10-07 23:38:33.700615672;re8
183;7;PF;r;2025-10-07 23:38:33.700615672;re8
184;7;Teste;r;2025-10-07 23:38:33.700615672;re8
185;7;Codigo;C;2025-10-08 07:10:42.754713772;re9
186;7;Codigo;r;2025-10-08 07:10:42.754713772;re9
187;7;Codigo;u;2025-10-08 07:10:42.754713772;re9
188;7;Codigo;d;2025-10-08 07:10:42.754713772;re9
189;7;Requisito;r;2025-10-08 07:10:42.754713772;re9
190;7;Teste;r;2025-10-08 07:10:42.754713772;re9
191;7;Codigo;r;2025-10-08 00:30:55.955721765;re7
192;7;Requisito;r;2025-10-08 00:30:55.955721765;re7
193;7;PF;C;2025-10-08 00:30:55.955721765;re7
194;7;PF;r;2025-10-08 00:30:55.955721765;re7
195;7;PF;u;2025-10-08 00:30:55.955721765;re7
196;7;PF;d;2025-10-08 00:30:55.955721765;re7
197;7;Codigo;U;2025-10-08 03:10:21.749644261;re8
198;7;Codigo;r;2025-10-08 05:25:20.239973461;re8
199;7;Requisito;r;2025-10-08 05:25:20.239973461;re8
200;7;Requisito;U;2025-10-08 05:25:20.239973461;re8
201;7;Requisito;d;2025-10-08 05:25:20.239973461;re8
202;7;Teste;r;2025-10-08 05:25:20.239973461;re8
203;8;Requisito;C;2025-10-08 03:27:59.482851081;re8
204;8;Codigo;r;2025-10-08 03:06:33.097510573;re5
205;8;Requisito;r;2025-10-08 03:06:33.097510573;re5
206;8;Teste;C;2025-10-08 03:06:33.097510573;re5
207;8;Teste;r;2025-10-08 03:06:33.097510573;re5
208;8;Teste;u;2025-10-08 03:06:33.097510573;re5
209;8;Teste;d;2025-10-08 03:06:33.097510573;re5
210;8;Codigo;r;2025-10-07 18:54:27.325725335;re5
211;8;Requisito;r;2025-10-07 18:54:27.325725335;re5
212;8;Teste;r;2025-10-07 18:54:27.325725335;re5
213;8;Teste;u;2025-10-07 18:54:27.325725335;re5
214;8;Codigo;U;2025-10-07 22:03:14.233540737;re8
215;8;Requisito;r;2025-10-07 19:09:14.872743186;re9
216;8;PF;r;2025-10-07 19:09:14.872743186;re9
217;8;Teste;r;2025-10-07 19:09:14.872743186;re9
218;8;Codigo;C;2025-10-07 22:45:22.052727224;re9
219;8;Codigo;r;2025-10-07 22:45:22.052727224;re9
220;8;Codigo;u;2025-10-07 22:45:22.052727224;re9
221;8;Codigo;d;2025-10-07 22:45:22.052727224;re9
222;8;Requisito;r;2025-10-07 22:45:22.052727224;re9
223;8;Teste;r;2025-10-07 22:45:22.052727224;re9
224;8;Codigo;r;2025-10-07 19:56:49.681229602;re6
225;8;Requisito;r;2025-10-07 19:56:49.681229602;re6
226;8;PF;C;2025-10-07 19:56:49.681229602;re6
227;8;PF;r;2025-10-07 19:56:49.681229602;re6
228;8;PF;u;2025-10-07 19:56:49.681229602;re6
229;8;PF;d;2025-10-07 19:56:49.681229602;re6
230;8;Codigo;r;2025-10-07 17:32:23.999157618;re8
231;8;Requisito;r;2025-10-07 17:32:23.999157618;re8
232;8;Requisito;U;2025-10-07 17:32:23.999157618;re8
233;8;Requisito;d;2025-10-07 17:32:23.999157618;re8
234;8;Teste;r;2025-10-07 17:32:23.999157618;re8
235;9;Requisito;C;2025-10-07 15:12:19.073755121;re4
236;9;Codigo;r;2025-10-07 20:03:13.887602693;re2
237;9;Requisito;r;2025-10-07 20:03:13.887602693;re2
238;9;Teste;C;2025-10-07 20:03:13.887602693;re2
239;9;Teste;r;2025-10-07 20:03:13.887602693;re2
240;9;Teste;u;2025-10-07 20:03:13.887602693;re2
241;9;Teste;d;2025-10-07 20:03:13.887602693;re2
242;9;Codigo;r;2025-10-07 14:47:02.403520614;re5
243;9;Requisito;r;2025-10-07 14:47:02.403520614;re5
244;9;Teste;r;2025-10-07 14:47:02.403520614;re5
245;9;Teste;u;2025-10-07 14:47:02.403520614;re5
246;9;Codigo;U;2025-10-07 15:21:58.027464441;re4
247;9;Requisito;r;2025-10-07 15:01:36.272305584;re2
248;9;PF;r;2025-10-07 15:01:36.272305584;re2
249;9;Teste;r;2025-10-07 15:01:36.272305584;re2
250;9;Codigo;C;2025-10-07 17:15:48.286895724;re2
251;9;Codigo;r;2025-10-07 17:15:48.286895724;re2
252;9;Codigo;u;2025-10-07 17:15:48.286895724;re2
253;9;Codigo;d;2025-10-07 17:15:48.286895724;re2
254;9;Requisito;r;2025-10-07 17:15:48.286895724;re2
255;9;Teste;r;2025-10-07 17:15:48.286895724;re2
256;9;PF;C;2025-10-07 16:54:40.809242057;re5
257;9;Requisito;U;2025-10-07 13:55:04.057768848;re2
258;10;Requisito;C;2025-10-07 15:12:05.975509246;re2
259;10;Codigo;r;2025-10-07 11:22:22.199320284;re4
260;10;Requisito;r;2025-10-07 11:22:22.199320284;re4
261;10;Teste;C;2025-10-07 11:22:22.199320284;re4
262;10;Teste;r;2025-10-07 11:22:22.199320284;re4
263;10;Teste;u;2025-10-07 11:22:22.199320284;re4
264;10;Teste;d;2025-10-07 11:22:22.199320284;re4
265;10;Codigo;r;2025-10-07 12:32:03.103166119;re3
266;10;Requisito;r;2025-10-07 12:32:03.103166119;re3
267;10;Teste;r;2025-10-07 12:32:03.103166119;re3
268;10;Teste;u;2025-10-07 12:32:03.103166119;re3
269;10;Codigo;U;2025-10-07 14:40:01.880454523;re4
270;10;Requisito;r;2025-10-07 11:01:17.561542983;re2
271;10;PF;r;2025-10-07 11:01:17.561542983;re2
272;10;Teste;r;2025-10-07 11:01:17.561542983;re2
273;10;Codigo;C;2025-10-07 13:47:25.502890358;re1
274;10;Codigo;r;2025-10-07 13:47:25.502890358;re1
275;10;Codigo;u;2025-10-07 13:47:25.502890358;re1
276;10;Codigo;d;2025-10-07 13:47:25.502890358;re1
277;10;Requisito;r;2025-10-07 13:47:25.502890358;re1
278;10;Teste;r;2025-10-07 13:47:25.502890358;re1
279;10;Codigo;r;2025-10-07 15:26:40.660994177;re2
280;10;Requisito;r;2025-10-07 15:26:40.660994177;re2
281;10;PF;C;2025-10-07 15:26:40.660994177;re2
282;10;PF;r;2025-10-07 15:26:40.660994177;re2
283;10;PF;u;2025-10-07 15:26:40.660994177;re2
284;10;PF;d;2025-10-07 15:26:40.660994177;re2
285;10;Requisito;U;2025-10-07 10:47:23.156387159;re4
286;11;Requisito;C;2025-10-07 11:54:53.192561328;re6
287;11;Codigo;r;2025-10-07 06:26:28.867184253;re9
288;11;Requisito;r;2025-10-07 06:26:28.867184253;re9
289;11;Teste;C;2025-10-07 06:26:28.867184253;re9
290;11;Teste;r;2025-10-07 06:26:28.867184253;re9
291;11;Teste;u;2025-10-07 06:26:28.867184253;re9
292;11;Teste;d;2025-10-07 06:26:28.867184253;re9
293;11;Requisito;r;2025-10-07 06:04:52.415731383;re5
294;11;Teste;r;2025-10-07 06:04:52.415731383;re5
295;11;Requisito;r;2025-10-07 06:58:05.993675493;re6
296;11;PF;r;2025-10-07 06:58:05.993675493;re6
297;11;Teste;r;2025-10-07 06:58:05.993675493;re6
298;11;Codigo;C;2025-10-08 08:51:32.110567848;re7
299;11;Codigo;r;2025-10-08 08:51:32.110567848;re7
300;11;Codigo;u;2025-10-08 08:51:32.110567848;re7
301;11;Codigo;d;2025-10-08 08:51:32.110567848;re7
302;11;Requisito;r;2025-10-08 08:51:32.110567848;re7
303;11;Teste;r;2025-10-08 08:51:32.110567848;re7
304;11;Codigo;U;2025-10-07 13:23:28.999871187;re7
305;11;Codigo;r;2025-10-07 10:00:43.203168415;re8
306;11;Requisito;r;2025-10-07 10:00:43.203168415;re8
307;11;PF;C;2025-10-07 10:00:43.203168415;re8
308;11;PF;r;2025-10-07 10:00:43.203168415;re8
309;11;PF;u;2025-10-07 10:00:43.203168415;re8
310;11;PF;d;2025-10-07 10:00:43.203168415;re8
311;11;Codigo;r;2025-10-07 06:54:01.526352605;re7
312;11;Requisito;r;2025-10-07 06:54:01.526352605;re7
313;11;Requisito;U;2025-10-07 06:54:01.526352605;re7
314;11;Requisito;d;2025-10-07 06:54:01.526352605;re7
315;11;Teste;r;2025-10-07 06:54:01.526352605;re7
316;12;Requisito;C;2025-10-07 12:55:23.801966861;re4
317;12;Codigo;r;2025-10-07 02:30:09.403388439;re2
318;12;Requisito;r;2025-10-07 02:30:09.403388439;re2
319;12;Teste;C;2025-10-07 02:30:09.403388439;re2
320;12;Teste;r;2025-10-07 02:30:09.403388439;re2
321;12;Teste;u;2025-10-07 02:30:09.403388439;re2
322;12;Teste;d;2025-10-07 02:30:09.403388439;re2
323;12;Requisito;r;2025-10-07 02:40:19.625497743;re4
324;12;Teste;r;2025-10-07 02:40:19.625497743;re4
325;12;Requisito;r;2025-10-07 04:54:54.682253578;re5
326;12;Teste;r;2025-10-07 04:54:54.682253578;re5
327;12;Codigo;C;2025-10-07 08:00:36.367327818;re5
328;12;Codigo;r;2025-10-07 18:56:48.038400743;re2
329;12;Codigo;U;2025-10-07 18:56:48.038400743;re2
330;12;Codigo;d;2025-10-07 18:56:48.038400743;re2
331;12;Requisito;r;2025-10-07 18:56:48.038400743;re2
332;12;Teste;r;2025-10-07 18:56:48.038400743;re2
333;12;PF;C;2025-10-07 09:49:46.548780375;re4
334;12;Codigo;r;2025-10-07 05:09:38.253185219;re5
335;12;Requisito;r;2025-10-07 05:09:38.253185219;re5
336;12;Requisito;U;2025-10-07 05:09:38.253185219;re5
337;12;Requisito;d;2025-10-07 05:09:38.253185219;re5
338;12;Teste;r;2025-10-07 05:09:38.253185219;re5
339;13;Requisito;C;2025-10-06 20:56:00.906105014;re7
340;13;Codigo;r;2025-10-06 23:00:52.981987791;re10
341;13;Requisito;r;2025-10-06 23:00:52.981987791;re10
342;13;Teste;C;2025-10-06 23:00:52.981987791;re10
343;13;Teste;r;2025-10-06 23:00:52.981987791;re10
344;13;Teste;u;2025-10-06 23:00:52.981987791;re10
345;13;Teste;d;2025-10-06 23:00:52.981987791;re10
346;13;Requisito;r;2025-10-06 22:04:13.293521637;re10
347;13;Teste;r;2025-10-06 22:04:13.293521637;re10
348;13;Codigo;C;2025-10-07 05:12:46.904403837;re7
349;13;Codigo;r;2025-10-07 05:12:46.904403837;re7
350;13;Codigo;u;2025-10-07 05:12:46.904403837;re7
351;13;Codigo;d;2025-10-07 05:12:46.904403837;re7
352;13;Requisito;r;2025-10-07 05:12:46.904403837;re7
353;13;Teste;r;2025-10-07 05:12:46.904403837;re7
354;13;Codigo;U;2025-10-07 06:18:26.393240343;re10
355;13;Codigo;r;2025-10-07 03:10:01.931361355;re10
356;13;Requisito;r;2025-10-07 03:10:01.931361355;re10
357;13;PF;C;2025-10-07 03:10:01.931361355;re10
358;13;PF;r;2025-10-07 03:10:01.931361355;re10
359;13;PF;u;2025-10-07 03:10:01.931361355;re10
360;13;PF;d;2025-10-07 03:10:01.931361355;re10
361;13;Requisito;U;2025-10-06 22:49:39.101232521;re10
362;14;Requisito;C;2025-10-07 02:29:34.605279676;re5
363;14;Codigo;r;2025-10-06 18:14:35.769673132;re6
364;14;Requisito;r;2025-10-06 18:14:35.769673132;re6
365;14;Teste;C;2025-10-06 18:14:35.769673132;re6
366;14;Teste;r;2025-10-06 18:14:35.769673132;re6
367;14;Teste;u;2025-10-06 18:14:35.769673132;re6
368;14;Teste;d;2025-10-06 18:14:35.769673132;re6
369;14;Requisito;r;2025-10-06 21:59:29.268102745;re6
370;14;Teste;r;2025-10-06 21:59:29.268102745;re6
371;14;Codigo;C;2025-10-06 20:39:48.395082303;re7
372;14;Codigo;r;2025-10-06 20:39:48.395082303;re7
373;14;Codigo;u;2025-10-06 20:39:48.395082303;re7
374;14;Codigo;d;2025-10-06 20:39:48.395082303;re7
375;14;Requisito;r;2025-10-06 20:39:48.395082303;re7
376;14;Teste;r;2025-10-06 20:39:48.395082303;re7
377;14;Codigo;C;2025-10-08 04:14:45.042991569;re7
378;14;Codigo;r;2025-10-08 04:14:45.042991569;re7
379;14;Codigo;u;2025-10-08 04:14:45.042991569;re7
380;14;Codigo;d;2025-10-08 04:14:45.042991569;re7
381;14;Requisito;r;2025-10-08 04:14:45.042991569;re7
382;14;Teste;r;2025-10-08 04:14:45.042991569;re7
383;14;Codigo;U;2025-10-06 22:39:36.053950903;re9
384;14;Codigo;r;2025-10-06 20:09:08.772254582;re8
385;14;Requisito;r;2025-10-06 20:09:08.772254582;re8
386;14;PF;C;2025-10-06 20:09:08.772254582;re8
387;14;PF;r;2025-10-06 20:09:08.772254582;re8
388;14;PF;u;2025-10-06 20:09:08.772254582;re8
389;14;PF;d;2025-10-06 20:09:08.772254582;re8
390;14;Codigo;r;2025-10-07 03:34:29.486253143;re8
391;14;Requisito;r;2025-10-07 03:34:29.486253143;re8
392;14;Requisito;U;2025-10-07 03:34:29.486253143;re8
393;14;Requisito;d;2025-10-07 03:34:29.486253143;re8
394;14;Teste;r;2025-10-07 03:34:29.486253143;re8
395;15;Requisito;C;2025-10-06 16:27:51.676735144;re4
396;15;Codigo;r;2025-10-06 17:29:13.627316344;re4
397;15;Requisito;r;2025-10-06 17:29:13.627316344;re4
398;15;Teste;C;2025-10-06 17:29:13.627316344;re4
399;15;Teste;r;2025-10-06 17:29:13.627316344;re4
400;15;Teste;u;2025-10-06 17:29:13.627316344;re4
401;15;Teste;d;2025-10-06 17:29:13.627316344;re4
402;15;Requisito;r;2025-10-06 18:27:17.900609182;re4
403;15;Teste;r;2025-10-06 18:27:17.900609182;re4
404;15;Codigo;C;2025-10-06 20:35:28.030037737;re1
405;15;Codigo;r;2025-10-06 20:35:28.030037737;re1
406;15;Codigo;u;2025-10-06 20:35:28.030037737;re1
407;15;Codigo;d;2025-10-06 20:35:28.030037737;re1
408;15;Requisito;r;2025-10-06 20:35:28.030037737;re1
409;15;Teste;r;2025-10-06 20:35:28.030037737;re1
410;15;Codigo;c;2025-10-06 15:19:45.705153719;re4
411;15;Codigo;r;2025-10-06 15:19:45.705153719;re4
412;15;Codigo;U;2025-10-06 15:19:45.705153719;re4
413;15;Codigo;d;2025-10-06 15:19:45.705153719;re4
414;15;Requisito;r;2025-10-06 15:19:45.705153719;re4
415;15;Teste;r;2025-10-06 15:19:45.705153719;re4
416;15;Codigo;U;2025-10-06 18:06:47.619577627;re3
417;15;Codigo;r;2025-10-06 22:44:17.252201576;re3
418;15;Requisito;r;2025-10-06 22:44:17.252201576;re3
419;15;PF;C;2025-10-06 22:44:17.252201576;re3
420;15;PF;r;2025-10-06 22:44:17.252201576;re3
421;15;PF;u;2025-10-06 22:44:17.252201576;re3
422;15;PF;d;2025-10-06 22:44:17.252201576;re3
423;15;Codigo;r;2025-10-06 14:16:10.651365334;re4
424;15;Requisito;r;2025-10-06 14:16:10.651365334;re4
425;15;Requisito;U;2025-10-06 14:16:10.651365334;re4
426;15;Requisito;d;2025-10-06 14:16:10.651365334;re4
427;15;Teste;r;2025-10-06 14:16:10.651365334;re4
428;16;Requisito;C;2025-10-06 11:41:30.596348187;re2
429;16;Codigo;r;2025-10-06 13:11:18.645157980;re4
430;16;Requisito;r;2025-10-06 13:11:18.645157980;re4
431;16;Teste;C;2025-10-06 13:11:18.645157980;re4
432;16;Teste;r;2025-10-06 13:11:18.645157980;re4
433;16;Teste;u;2025-10-06 13:11:18.645157980;re4
434;16;Teste;d;2025-10-06 13:11:18.645157980;re4
435;16;Requisito;r;2025-10-06 10:35:05.343605545;re2
436;16;Teste;r;2025-10-06 10:35:05.343605545;re2
437;16;Codigo;C;2025-10-08 17:53:55.012404913;re2
438;16;Codigo;r;2025-10-08 17:53:55.012404913;re2
439;16;Codigo;u;2025-10-08 17:53:55.012404913;re2
440;16;Codigo;d;2025-10-08 17:53:55.012404913;re2
441;16;Requisito;r;2025-10-08 17:53:55.012404913;re2
442;16;Teste;r;2025-10-08 17:53:55.012404913;re2
443;16;Codigo;r;2025-10-06 18:15:30.782999635;re3
444;16;Codigo;U;2025-10-06 18:15:30.782999635;re3
445;16;Codigo;d;2025-10-06 18:15:30.782999635;re3
446;16;Requisito;r;2025-10-06 18:15:30.782999635;re3
447;16;Teste;r;2025-10-06 18:15:30.782999635;re3
448;16;PF;C;2025-10-06 17:16:22.907551690;re1
449;16;Codigo;r;2025-10-06 10:23:52.807230491;re3
450;16;Requisito;r;2025-10-06 10:23:52.807230491;re3
451;16;Requisito;U;2025-10-06 10:23:52.807230491;re3
452;16;Requisito;d;2025-10-06 10:23:52.807230491;re3
453;16;Teste;r;2025-10-06 10:23:52.807230491;re3
454;17;Requisito;C;2025-10-06 06:41:38.994654932;re2
455;17;Codigo;r;2025-10-06 08:57:24.054703506;re1
456;17;Requisito;r;2025-10-06 08:57:24.054703506;re1
